,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,BsmtExposure_No,BsmtExposure_Yes,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,SalePrice
989,778,798.0,3.0,0,770,25.330882352941178,614,2006.0,1576,8125,65.0,0.0,50,5,7,770,103.74193548387096,2006,2006,1,0,0,0,0,1,0,1,0,0,1,0,197000
677,792,0.0,2.0,0,768,25.330882352941178,240,1924.0,792,9022,52.0,0.0,0,8,5,768,103.74193548387096,1924,2006,1,0,0,0,0,1,0,0,1,0,1,0,109500
478,1718,0.0,3.0,0,417,0.0,826,2007.0,1718,10637,79.0,336.0,44,5,8,1705,103.74193548387096,2007,2008,0,1,0,1,0,0,0,1,0,0,1,0,297000
1271,1489,0.0,3.0,0,1489,25.330882352941178,462,1968.0,1489,9156,70.04995836802665,0.0,0,7,6,1489,103.74193548387096,1968,1968,1,0,0,0,0,1,0,1,0,0,1,0,185750
1410,944,896.0,3.0,666,278,25.330882352941178,622,2001.0,1840,12420,79.0,0.0,45,5,7,944,103.74193548387096,2001,2001,1,0,0,1,0,0,0,1,0,0,1,0,230000
479,1131,0.0,2.8692138133725202,168,739,25.330882352941178,672,1995.0,1131,5925,50.0,435.0,72,7,4,907,103.74193548387096,1937,2000,1,0,0,0,1,0,0,0,1,0,0,1,89471
1361,1530,0.0,2.8692138133725202,1274,256,25.330882352941178,430,2005.0,1530,16158,0.0,16.0,36,5,7,1530,103.74193548387096,2005,2005,0,1,1,0,0,0,1,0,0,0,1,0,260000
802,728,728.0,3.0,648,80,25.330882352941178,410,2005.0,1456,8199,63.0,0.0,18,5,7,728,36.0,2005,2005,0,1,0,1,0,0,1,0,0,0,1,0,189000
651,755,755.0,4.0,0,755,25.330882352941178,296,1940.0,1510,9084,60.0,0.0,0,5,4,755,103.74193548387096,1940,1950,0,1,0,0,0,1,0,0,1,0,0,1,108000
722,864,0.0,3.0,191,673,25.330882352941178,463,1994.0,864,8120,70.0,0.0,0,7,4,864,0.0,1970,1970,1,0,1,0,0,0,0,0,1,0,0,1,124500
254,1314,0.0,3.0,922,392,25.330882352941178,294,1957.0,1314,8400,70.0,0.0,0,6,5,1314,103.74193548387096,1957,1957,1,0,0,0,1,0,0,1,0,0,0,1,145000
1066,799,772.0,3.0,0,799,25.330882352941178,380,1993.0,1571,7837,59.0,0.0,40,7,6,799,103.74193548387096,1993,1994,1,0,0,0,0,1,0,1,0,0,0,1,178000
638,796,0.0,2.0,0,796,25.330882352941178,0,1978.5061638868744,796,8777,67.0,0.0,0,7,5,796,328.0,1910,1950,1,0,0,0,0,1,1,0,0,0,0,1,85000
799,981,787.0,3.0,569,162,25.330882352941178,240,1939.0,1768,7200,60.0,252.0,0,7,5,731,103.74193548387096,1937,1950,1,0,1,0,0,0,0,0,1,0,1,0,175000
380,1026,665.0,3.0,218,808,25.330882352941178,308,1924.0,1691,5000,50.0,0.0,0,6,5,1026,103.74193548387096,1924,1950,1,0,0,0,1,0,0,0,1,0,1,0,127000
303,894,0.0,3.0,894,0,25.330882352941178,552,1975.0,894,9800,70.0,0.0,0,7,5,894,103.74193548387096,1972,1972,1,0,1,0,0,0,0,0,1,0,0,1,149900
86,684,876.0,3.0,0,684,25.330882352941178,400,2005.0,1560,11911,0.0,0.0,38,5,6,684,103.74193548387096,2005,2005,0,1,0,0,0,1,1,0,0,0,1,0,174000
1385,796,358.0,3.0,735,61,25.330882352941178,240,1922.0,1154,5436,40.0,0.0,96,8,4,796,103.74193548387096,1922,2007,1,0,1,0,0,0,0,0,1,0,1,0,125500
265,1422,0.0,3.0,588,606,25.330882352941178,576,1981.0,1422,12090,78.0,210.0,0,6,6,1422,103.74193548387096,1981,1981,1,0,0,0,0,1,1,0,0,0,1,0,175500
793,1496,0.0,2.8692138133725202,0,1496,25.330882352941178,474,2007.0,1496,9158,76.0,140.0,130,5,8,1496,103.74193548387096,2007,2007,0,1,0,0,0,1,0,0,1,0,1,0,225000
1445,913,0.0,3.0,187,0,25.330882352941178,240,1990.0,913,8400,70.0,0.0,0,5,6,814,103.74193548387096,1966,1966,0,1,0,0,1,0,0,0,1,0,0,1,129000
808,1086,0.0,3.0,516,380,25.330882352941178,484,1966.0,1086,13400,85.0,1047.0,0,5,5,1024,103.74193548387096,1966,1966,0,1,1,0,0,0,0,1,0,0,0,1,159950
1099,1601,348.5240174672489,3.0,704,567,25.330882352941178,478,1978.0,1601,11880,82.0,206.0,0,5,7,1271,103.74193548387096,1978,1978,1,0,1,0,0,0,0,1,0,0,0,1,157000
605,1186,800.0,3.0,454,314,25.330882352941178,486,1965.0,1986,13600,85.0,176.0,42,6,7,768,103.74193548387096,1965,1990,1,0,1,0,0,0,0,0,1,0,0,1,205000
701,1164,0.0,3.0,0,1164,25.330882352941178,528,1969.0,1164,9600,80.0,168.0,0,5,7,1164,0.0,1969,1969,1,0,0,0,0,1,0,0,1,0,0,1,140000
221,1010,1257.0,4.0,0,1010,25.330882352941178,390,2002.0,2267,8068,70.04995836802665,0.0,46,5,6,1010,103.74193548387096,2002,2002,1,0,0,0,0,1,0,1,0,0,1,0,200000
113,0,0.0,3.0,35,905,25.330882352941178,450,1953.0,2259,0,70.04995836802665,184.0,120,5,6,0,103.74193548387096,1953,1953,0,1,0,0,0,1,0,0,1,0,1,0,217000
548,825,0.0,2.0,180,0,25.330882352941178,720,1963.0,825,8235,49.0,0.0,50,7,5,825,103.74193548387096,1955,1995,1,0,0,0,1,0,0,1,0,0,0,1,125000
1073,698,728.0,3.0,535,155,25.330882352941178,440,1977.0,1426,7950,75.0,140.0,0,6,6,690,252.0,1977,1977,1,0,1,0,0,0,1,0,0,0,0,1,159500
174,1651,0.0,3.0,0,0,25.330882352941178,616,1986.0,1651,12416,47.0,132.0,0,5,6,1606,103.74193548387096,1986,1986,1,0,1,0,0,0,1,0,0,0,0,1,184000
514,789,0.0,2.0,0,768,25.330882352941178,200,1926.0,789,10594,55.0,0.0,0,5,5,768,103.74193548387096,1926,1950,1,0,0,0,0,1,0,0,1,0,0,1,96500
1350,1338,1296.0,0.0,500,748,25.330882352941178,0,1969.0,0,11643,91.0,368.0,0,5,5,1248,103.74193548387096,1969,1969,1,0,0,0,1,0,0,0,1,0,0,1,200000
1145,1042,534.0,3.0,0,1042,25.330882352941178,225,1928.0,1576,6240,52.0,0.0,0,6,5,1042,103.74193548387096,1928,1950,1,0,0,0,0,1,0,0,1,0,0,1,149000
965,783,701.0,3.0,0,783,25.330882352941178,393,2005.0,1484,10237,65.0,0.0,72,5,6,783,103.74193548387096,2005,2007,1,0,0,0,0,1,1,0,0,0,1,0,178900
936,1200,0.0,2.0,833,343,25.330882352941178,555,2003.0,1200,10083,67.0,103.68526170798899,41,5,7,1176,103.74193548387096,2003,2003,1,0,0,0,0,1,0,1,0,0,1,0,184900
285,625,625.0,2.0,0,625,0.0,528,2006.0,1250,4251,35.0,0.0,54,5,7,625,103.74193548387096,2006,2007,1,0,0,0,0,1,0,1,0,0,1,0,164700
1310,0,0.0,3.0,0,496,25.330882352941178,567,1959.0,1902,0,100.0,0.0,207,8,7,0,0.0,1959,2002,0,1,0,1,0,0,1,0,0,1,0,0,335000
342,1040,0.0,2.0,0,0,25.330882352941178,400,1949.0,1040,8544,70.04995836802665,340.0,0,4,3,0,103.74193548387096,1949,1950,0,1,0,0,1,0,0,0,1,0,0,1,87500
1165,1502,0.0,3.0,0,1502,0.0,644,2009.0,1502,9541,79.0,268.0,114,5,7,1502,103.74193548387096,2009,2009,1,0,0,0,0,1,0,1,0,0,1,0,233170
31,1228,0.0,3.0,0,1228,25.330882352941178,271,1966.0,1228,8544,70.04995836802665,0.0,65,6,5,1228,103.74193548387096,1966,2006,1,0,0,0,0,1,0,0,1,0,1,0,149350
873,1036,0.0,3.0,375,457,25.330882352941178,288,1949.0,1268,12144,60.0,0.0,28,7,5,832,103.74193548387096,1949,1950,1,0,0,0,1,0,0,0,1,0,0,1,133000
210,864,0.0,2.0,468,396,25.330882352941178,0,1978.5061638868744,864,5604,67.0,0.0,0,6,5,864,103.74193548387096,1925,1950,1,0,0,0,1,0,1,0,0,0,0,1,98000
924,1686,0.0,3.0,625,0,25.330882352941178,612,1980.0,1686,10240,79.0,157.0,131,6,6,1686,103.74193548387096,1980,1980,1,0,1,0,0,0,0,0,1,0,0,1,207500
405,1620,0.0,3.0,1116,165,25.330882352941178,490,1993.0,1620,9991,70.04995836802665,0.0,78,4,4,1281,103.74193548387096,1976,1993,1,0,1,0,0,0,0,0,1,0,0,1,150000
770,858,0.0,2.0,685,173,25.330882352941178,576,1983.0,858,7252,70.04995836802665,0.0,0,5,5,858,120.0,1982,1982,0,1,0,1,0,0,0,0,1,0,0,1,134900
381,1301,0.0,2.0,0,1293,25.330882352941178,572,2006.0,1301,7200,60.0,0.0,121,5,7,1293,103.74193548387096,2006,2006,1,0,0,0,0,1,0,1,0,0,1,0,187750
889,1505,0.0,2.0,1024,481,25.330882352941178,505,1953.0,1505,12160,0.0,90.0,0,4,6,1505,103.74193548387096,1953,1953,1,0,0,0,0,1,0,1,0,0,0,1,149500
1200,864,0.0,3.0,0,864,25.330882352941178,280,1972.0,864,9353,71.0,0.0,0,5,4,864,103.74193548387096,1970,1970,1,0,0,0,0,1,0,0,1,0,0,1,116050
188,1224,0.0,2.0,1086,0,25.330882352941178,528,1979.0,1224,7018,64.0,275.0,0,5,5,1086,103.74193548387096,1979,1979,0,1,0,1,0,0,0,0,1,0,0,1,153337
893,1383,0.0,3.0,1064,319,25.330882352941178,354,1954.0,1383,13284,70.04995836802665,0.0,116,5,5,1383,103.74193548387096,1954,1954,0,1,1,0,0,0,0,0,1,0,0,1,165000
1327,816,0.0,3.0,641,175,25.330882352941178,264,1982.0,816,6600,60.0,0.0,0,9,5,816,103.74193548387096,1982,2008,1,0,1,0,0,0,0,0,1,0,1,0,130500
420,1344,0.0,2.8692138133725202,0,35,25.330882352941178,784,1997.0,1344,7060,78.0,200.0,0,5,7,1344,103.74193548387096,1997,1998,0,1,0,1,0,0,1,0,0,0,0,1,206300
578,703,689.0,2.0,0,689,25.330882352941178,540,2007.0,1392,3604,34.0,0.0,102,5,7,689,103.74193548387096,2007,2007,1,0,0,0,0,1,0,0,1,0,1,0,146000
83,1065,0.0,3.0,0,1065,25.330882352941178,461,1974.0,1065,8892,80.0,66.0,0,5,5,1065,103.74193548387096,1960,1960,1,0,0,0,0,1,0,0,1,0,0,1,126500
1274,661,589.0,3.0,0,661,25.330882352941178,552,1985.0,1250,5362,53.0,0.0,0,6,5,661,103.74193548387096,1910,2003,1,0,0,0,0,1,0,0,1,0,0,1,139000
48,736,716.0,2.0,0,736,25.330882352941178,0,1978.5061638868744,1452,4456,33.0,0.0,0,5,4,736,103.74193548387096,1920,2008,1,0,0,0,0,1,1,0,0,0,0,1,113000
155,572,524.0,2.0,0,572,25.330882352941178,0,1978.5061638868744,1096,9600,60.0,0.0,8,5,6,572,103.74193548387096,1924,1950,1,0,0,0,0,1,1,0,0,0,0,1,79000
973,1428,0.0,3.0,0,1428,25.330882352941178,480,2007.0,1428,11639,95.0,103.68526170798899,120,5,7,1428,103.74193548387096,2007,2008,1,0,0,0,0,1,1,0,0,0,1,0,182000
1110,773,885.0,3.0,219,554,25.330882352941178,431,1995.0,1658,8000,70.04995836802665,0.0,84,5,6,773,103.74193548387096,1995,1996,1,0,0,1,0,0,1,0,0,0,0,1,188000
950,864,0.0,3.0,398,317,25.330882352941178,720,1980.0,864,7200,60.0,0.0,0,8,5,864,103.74193548387096,1950,2002,1,0,1,0,0,0,0,1,0,0,1,0,129000
1030,948,980.0,0.0,0,686,25.330882352941178,0,1978.5061638868744,1928,7082,70.04995836802665,0.0,0,8,5,686,103.74193548387096,1916,1995,0,1,0,0,0,1,1,0,0,0,0,1,160000
1435,1537,0.0,3.0,0,1319,25.330882352941178,462,1962.0,1537,8400,80.0,237.0,36,9,6,1319,103.74193548387096,1962,2005,1,0,0,0,0,1,0,1,0,0,1,0,174000
1196,879,984.0,4.0,0,879,25.330882352941178,660,2006.0,1863,14054,58.0,0.0,17,5,7,879,103.74193548387096,2006,2006,0,1,0,0,0,1,1,0,0,0,1,0,219210
1442,1026,981.0,3.0,765,252,25.330882352941178,812,2008.0,2007,11003,85.0,160.0,52,5,10,1017,103.74193548387096,2008,2008,0,1,0,1,0,0,0,0,1,1,0,0,310000
481,1792,0.0,2.0,0,225,25.330882352941178,0,2003.0,1792,11846,72.0,562.0,49,5,9,0,103.74193548387096,2003,2004,0,1,0,1,0,0,1,0,0,1,0,0,374000
179,968,0.0,2.0,0,968,25.330882352941178,480,1935.0,968,8520,60.0,0.0,0,6,5,968,103.74193548387096,1923,2006,1,0,0,0,0,1,0,0,1,0,0,1,100000
859,1512,1142.0,4.0,619,435,25.330882352941178,619,1968.0,0,11029,70.04995836802665,220.0,65,7,6,1054,103.74193548387096,1968,1984,0,1,1,0,0,0,0,0,1,0,1,0,250000
1213,960,0.0,0.0,648,0,25.330882352941178,364,1965.0,960,10246,70.04995836802665,0.0,0,9,4,648,103.74193548387096,1965,2001,0,1,0,1,0,0,0,0,1,0,0,1,145000
583,1521,348.5240174672489,2.8692138133725202,0,1237,0.0,0,1988.0,0,13500,75.0,0.0,502,9,10,1237,103.74193548387096,1893,2000,1,0,0,0,0,1,0,0,1,0,1,0,325000
477,0,574.0,3.0,0,2153,0.0,694,2006.0,0,13693,0.0,772.0,84,5,9,0,103.74193548387096,2006,2006,0,1,0,0,0,1,1,0,0,1,0,0,380000
1405,1646,0.0,2.0,0,221,0.0,482,2004.0,1646,3842,44.0,174.0,53,5,8,1594,103.74193548387096,2004,2005,0,1,0,1,0,0,1,0,0,0,1,0,275000
1146,1298,348.5240174672489,3.0,1258,40,25.330882352941178,403,1985.0,1298,11200,70.04995836802665,85.0,26,5,6,1298,103.74193548387096,1985,1985,1,0,0,1,0,0,0,0,1,0,1,0,180000
1166,1694,0.0,2.8692138133725202,0,1694,25.330882352941178,776,2008.0,1694,10475,64.0,72.0,33,5,8,1694,160.0,2008,2008,0,1,0,0,0,1,0,0,1,0,1,0,245350
346,958,0.0,2.0,498,460,25.330882352941178,301,1960.0,958,12772,70.04995836802665,0.0,0,8,6,958,103.74193548387096,1960,1998,0,1,1,0,0,0,0,1,0,0,0,1,151500
1214,999,0.0,3.0,784,141,25.330882352941178,300,1962.0,999,10205,69.0,0.0,72,5,5,925,103.74193548387096,1962,1962,0,1,1,0,0,0,0,0,1,0,0,1,134500
1137,780,240.0,2.0,0,780,25.330882352941178,0,1978.5061638868744,1020,6342,54.0,0.0,0,8,5,780,103.74193548387096,1875,1996,1,0,0,0,0,1,1,0,0,0,0,1,94000
1365,814,860.0,3.0,533,281,25.330882352941178,663,2000.0,1674,7500,70.04995836802665,0.0,96,5,7,814,103.74193548387096,2000,2000,1,0,0,1,0,0,0,1,0,0,1,0,216000
654,0,0.0,2.0,0,413,25.330882352941178,839,1995.0,2113,10437,91.0,660.0,46,6,8,0,103.74193548387096,1995,1995,0,1,0,1,0,0,1,0,0,0,1,0,350000
988,1118,912.0,4.0,156,692,25.330882352941178,551,1976.0,2030,12046,70.04995836802665,298.0,224,6,6,848,103.74193548387096,1976,1976,1,0,0,0,1,0,1,0,0,0,1,0,195000
243,626,591.0,3.0,0,626,25.330882352941178,288,1980.0,1217,10762,75.0,0.0,28,6,6,626,103.74193548387096,1980,1980,1,0,0,0,0,1,0,1,0,0,0,1,120000
1342,1284,885.0,3.0,0,1284,25.330882352941178,647,2002.0,2169,9375,70.04995836802665,149.0,87,5,8,1284,103.74193548387096,2002,2002,1,0,0,0,0,1,0,1,0,0,1,0,228500
1057,979,871.0,3.0,595,378,25.330882352941178,467,1994.0,1850,0,70.04995836802665,0.0,98,6,7,973,103.74193548387096,1994,1994,1,0,0,1,0,0,1,0,0,0,1,0,248000
1418,1144,0.0,3.0,25,247,25.330882352941178,336,1962.0,1144,9204,71.0,0.0,88,5,5,1144,103.74193548387096,1963,1963,1,0,1,0,0,0,0,0,1,0,0,1,124000
1023,1504,0.0,2.0,16,1330,0.0,437,2005.0,1504,3182,43.0,14.0,20,5,7,1346,103.74193548387096,2005,2006,1,0,0,1,0,0,1,0,0,0,1,0,191000
810,1309,0.0,3.0,663,0,25.330882352941178,484,1974.0,1309,10140,78.0,99.0,0,6,6,1040,103.74193548387096,1974,1999,1,0,1,0,0,0,0,1,0,0,1,0,181000
1384,698,560.0,2.0,204,356,25.330882352941178,280,1939.0,1258,9060,60.0,0.0,0,5,6,560,103.74193548387096,1939,1950,0,1,0,0,1,0,0,0,1,0,0,1,105000
626,1422,0.0,3.0,0,978,25.330882352941178,286,1960.0,1422,12342,70.04995836802665,0.0,0,5,5,978,0.0,1960,1978,1,0,0,0,0,1,0,1,0,0,0,1,139900
813,1442,0.0,4.0,608,834,25.330882352941178,301,1958.0,1442,9750,75.0,243.0,0,6,6,1442,103.74193548387096,1958,1958,1,0,0,0,1,0,0,1,0,0,0,1,157900
839,768,432.0,3.0,352,416,25.330882352941178,240,1946.0,1200,11767,70.0,0.0,0,6,5,768,0.0,1946,1995,1,0,1,0,0,0,0,0,1,0,0,1,130500
370,953,711.0,3.0,0,953,25.330882352941178,460,2000.0,1664,8121,70.04995836802665,0.0,40,5,6,953,103.74193548387096,2000,2000,1,0,0,0,0,1,0,1,0,0,0,1,172400
54,1360,0.0,2.8692138133725202,384,0,25.330882352941178,572,1962.0,1360,7134,60.0,0.0,50,5,5,384,103.74193548387096,1955,1955,1,0,1,0,0,0,0,0,1,0,0,1,130000
534,707,707.0,3.0,0,707,25.330882352941178,403,2004.0,1414,9056,74.0,0.0,35,5,8,707,103.74193548387096,2004,2004,0,1,0,0,0,1,1,0,0,0,1,0,178000
785,1342,0.0,3.0,251,491,25.330882352941178,457,1967.0,1342,9790,70.04995836802665,0.0,0,5,6,1372,103.74193548387096,1967,1967,1,0,0,0,1,0,0,0,1,0,0,1,161500
312,793,325.0,3.0,507,286,25.330882352941178,410,1939.0,1118,7800,65.0,0.0,0,7,5,793,103.74193548387096,1939,1950,0,1,0,0,1,0,0,0,1,0,0,1,119900
1174,1170,1175.0,4.0,503,449,25.330882352941178,360,1932.0,2345,16560,80.0,0.0,0,8,6,952,103.74193548387096,1932,1950,1,0,0,0,1,0,0,0,1,0,0,1,239000
109,0,0.0,3.0,705,1139,25.330882352941178,546,1977.0,1844,11751,0.0,480.0,122,6,6,0,103.74193548387096,1977,1977,1,0,1,0,0,0,0,1,0,0,0,1,190000
430,483,504.0,2.0,387,96,25.330882352941178,264,1971.0,987,1680,21.0,232.0,0,5,6,483,103.74193548387096,1971,1971,1,0,1,0,0,0,0,0,1,0,0,1,85400
100,1610,0.0,3.0,1200,410,25.330882352941178,480,1977.0,1610,10603,70.04995836802665,28.0,68,7,6,1610,103.74193548387096,1977,2001,0,1,1,0,0,0,0,1,0,0,1,0,205000
513,1080,348.5240174672489,3.0,336,748,158.0,484,1983.0,1080,9187,71.0,0.0,0,5,6,1084,103.74193548387096,1983,1983,1,0,1,0,0,0,0,0,1,0,0,1,134000
1190,1622,0.0,3.0,1159,90,25.330882352941178,0,1975.0,1622,0,70.04995836802665,149.0,0,4,4,1249,103.74193548387096,1961,1975,0,1,1,0,0,0,1,0,0,0,0,1,168000
266,802,709.0,3.0,714,88,25.330882352941178,413,1997.0,1511,11207,70.0,0.0,75,5,6,802,103.74193548387096,1997,1997,0,1,0,1,0,0,1,0,0,0,0,1,185000
1290,1152,0.0,3.0,1014,138,25.330882352941178,484,1964.0,1152,14112,70.04995836802665,86.0,0,7,5,1152,103.74193548387096,1964,1964,0,1,0,1,0,0,0,1,0,0,0,1,180500
296,910,648.0,4.0,420,490,25.330882352941178,282,1950.0,1558,13710,75.0,0.0,0,5,5,910,289.0,1950,1950,1,0,1,0,0,0,0,0,1,0,0,1,152000
506,1065,846.0,3.0,380,397,0.0,471,1993.0,1911,9554,80.0,125.0,81,5,8,777,103.74193548387096,1993,1994,1,0,0,0,0,1,0,1,0,0,1,0,215000
901,1306,0.0,2.0,860,132,25.330882352941178,756,1968.0,1306,8712,64.0,0.0,0,7,5,992,103.74193548387096,1957,2000,0,1,1,0,0,0,0,0,1,0,0,1,153000
809,1075,1063.0,2.0,0,849,25.330882352941178,360,1910.0,2138,8100,90.0,0.0,156,5,5,849,103.74193548387096,1898,1965,1,0,0,0,0,1,0,0,1,0,0,1,106000
377,1580,886.0,4.0,0,1580,25.330882352941178,610,2004.0,2466,11143,102.0,0.0,214,5,8,1580,103.74193548387096,2004,2005,1,0,0,0,0,1,0,1,0,0,1,0,340000
286,1085,649.0,3.0,600,312,0.0,440,1962.0,1734,9786,77.0,0.0,0,7,6,912,103.74193548387096,1962,1981,1,0,0,0,1,0,0,0,1,0,1,0,159000
1400,950,208.0,3.0,0,862,25.330882352941178,208,1929.0,1158,6000,50.0,0.0,0,7,6,862,103.74193548387096,1929,1950,1,0,0,0,0,1,0,1,0,0,0,1,120000
1048,1771,0.0,3.0,0,0,25.330882352941178,336,1960.0,1771,0,100.0,75.0,0,4,5,0,103.74193548387096,1960,2006,0,1,0,0,1,0,0,0,1,0,0,1,115000
126,958,348.5240174672489,2.0,120,958,25.330882352941178,440,1977.0,958,4928,70.04995836802665,0.0,205,5,6,1078,0.0,1976,1976,1,0,1,0,0,0,0,1,0,0,0,1,128000
618,1828,0.0,2.8692138133725202,48,1774,25.330882352941178,774,2007.0,1828,11694,90.0,452.0,108,5,9,0,103.74193548387096,2007,2007,0,1,0,0,0,1,0,0,1,0,1,0,314813
292,1148,568.0,3.0,292,476,25.330882352941178,281,1949.0,1716,11409,60.0,0.0,0,4,5,768,103.74193548387096,1949,2008,1,0,0,0,1,0,0,0,1,0,0,1,131000
527,1476,1237.0,3.0,0,122,25.330882352941178,0,2008.0,0,14948,67.0,268.0,66,5,9,1452,103.74193548387096,2008,2008,0,1,0,1,0,0,1,0,0,1,0,0,446261
1255,959,408.0,3.0,425,459,25.330882352941178,560,1978.0,1367,6240,52.0,0.0,0,6,6,884,103.74193548387096,1931,1950,1,0,0,0,1,0,0,0,1,0,0,1,127500
482,916,348.5240174672489,4.0,299,611,25.330882352941178,164,1915.0,1826,2500,50.0,0.0,0,8,7,910,103.74193548387096,1915,2005,1,0,1,0,0,0,0,0,1,1,0,0,155000
355,1200,0.0,3.0,334,322,25.330882352941178,521,1995.0,1200,11249,0.0,0.0,26,5,6,1200,103.74193548387096,1995,1995,1,0,1,0,0,0,0,1,0,0,1,0,177500
170,854,0.0,2.0,360,360,25.330882352941178,660,1991.0,1382,12358,70.04995836802665,0.0,0,6,5,720,103.74193548387096,1941,1950,1,0,0,0,1,0,0,0,1,0,0,1,128500
1195,728,728.0,2.8692138133725202,0,728,25.330882352941178,400,2005.0,1456,8029,51.0,0.0,24,5,6,728,100.0,2005,2005,1,0,0,0,0,1,0,0,1,0,1,0,176000
661,1686,762.0,4.0,0,88,25.330882352941178,711,1994.0,2448,0,52.0,528.0,76,7,8,1629,103.74193548387096,1994,2005,1,0,0,1,0,0,0,1,0,0,1,0,402000
1234,1024,940.0,4.0,0,940,25.330882352941178,0,1978.5061638868744,1964,8525,55.0,0.0,192,6,5,940,103.74193548387096,1911,1950,0,1,0,0,0,1,1,0,0,0,0,1,130000
209,1092,0.0,3.0,787,305,25.330882352941178,504,1964.0,1092,8250,75.0,260.0,0,7,6,1092,103.74193548387096,1964,1964,1,0,0,0,1,0,0,1,0,0,0,1,145000
485,1113,0.0,3.0,607,506,25.330882352941178,264,1950.0,1113,9600,80.0,0.0,80,7,5,1113,103.74193548387096,1950,2007,1,0,1,0,0,0,0,0,1,0,1,0,147000
140,864,0.0,3.0,432,432,25.330882352941178,0,1978.5061638868744,864,10500,70.0,0.0,0,5,4,864,103.74193548387096,1971,1971,1,0,1,0,0,0,1,0,0,0,0,1,115000
1189,1028,776.0,3.0,0,994,25.330882352941178,442,1999.0,1804,7500,60.0,0.0,60,5,7,994,103.74193548387096,1999,1999,1,0,0,0,0,1,1,0,0,0,1,0,189000
943,1632,0.0,4.0,0,1632,25.330882352941178,576,1967.0,1632,0,100.0,0.0,0,4,5,1632,103.74193548387096,1967,1967,0,1,0,0,0,1,0,0,1,0,0,1,143000
621,1548,1066.0,4.0,956,384,25.330882352941178,624,1974.0,0,10800,90.0,0.0,243,7,6,1522,103.74193548387096,1974,1997,1,0,1,0,0,0,0,1,0,0,0,1,240000
1157,1314,0.0,2.0,904,410,25.330882352941178,626,2008.0,1314,5001,34.0,166.0,62,5,7,1314,103.74193548387096,2007,2008,1,0,0,1,0,0,0,0,1,0,1,0,230000
1322,1061,862.0,3.0,674,76,0.0,564,1992.0,1923,10186,0.0,0.0,39,5,7,750,103.74193548387096,1992,1992,1,0,0,1,0,0,0,1,0,0,1,0,190000
704,1484,0.0,3.0,712,761,25.330882352941178,606,2004.0,1484,8400,70.0,109.0,35,5,7,1473,103.74193548387096,2004,2005,0,1,0,1,0,0,0,1,0,0,1,0,213000
1323,708,0.0,2.0,280,140,25.330882352941178,0,1978.5061638868744,708,5330,50.0,0.0,0,7,4,420,164.0,1940,1950,1,0,0,0,1,0,0,0,1,1,0,0,82500
199,1713,0.0,3.0,1088,625,25.330882352941178,0,2004.0,1713,9591,76.0,262.0,26,5,8,1713,103.74193548387096,2004,2005,0,1,0,1,0,0,1,0,0,1,0,0,274900
493,1269,0.0,3.0,374,363,25.330882352941178,308,1964.0,1269,7931,70.0,0.0,0,6,5,1269,103.74193548387096,1960,1960,1,0,1,0,0,0,0,0,1,0,0,1,155000
664,0,0.0,1.0,0,356,25.330882352941178,0,2005.0,2097,0,49.0,0.0,267,5,8,0,192.0,2005,2006,0,1,0,0,0,1,1,0,0,1,0,0,423000
1339,864,0.0,3.0,360,504,25.330882352941178,288,1972.0,864,9560,0.0,0.0,0,7,5,864,103.74193548387096,1972,1972,0,1,0,0,1,0,0,1,0,0,0,1,128500
1058,1130,1054.0,3.0,936,168,0.0,836,2008.0,2184,11308,96.0,154.0,102,5,9,1104,103.74193548387096,2008,2008,0,1,0,1,0,0,1,0,0,1,0,0,335000
1187,1624,0.0,2.0,0,168,25.330882352941178,757,1994.0,1624,12461,89.0,0.0,114,5,8,1624,103.74193548387096,1994,1995,1,0,0,1,0,0,0,1,0,0,1,0,262000
10,1040,0.0,3.0,906,134,25.330882352941178,384,1965.0,1040,11200,70.0,0.0,0,5,5,1040,103.74193548387096,1965,1965,1,0,0,0,1,0,0,0,1,0,0,1,129500
147,884,1151.0,3.0,0,884,25.330882352941178,434,2001.0,2035,9505,70.04995836802665,180.0,48,5,7,884,103.74193548387096,2001,2001,1,0,0,0,0,1,1,0,0,0,1,0,222500
764,1494,0.0,2.8692138133725202,437,0,25.330882352941178,481,1995.0,1494,9549,30.0,0.0,30,5,8,1494,103.74193548387096,1995,1996,0,1,0,0,1,0,1,0,0,1,0,0,270000
282,1314,0.0,2.0,904,410,25.330882352941178,626,2008.0,1314,5063,34.0,166.0,62,5,7,1314,103.74193548387096,2007,2008,1,0,0,1,0,0,0,1,0,0,1,0,207500
298,1041,702.0,3.0,384,143,25.330882352941178,539,1968.0,1743,11700,90.0,365.0,0,6,6,702,103.74193548387096,1968,1968,1,0,1,0,0,0,0,0,1,0,0,1,175000
