1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_No,BsmtExposure_Yes,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Unf,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
729,0.0,2.0,0,270,25.330882352941178,0,1978.5061638868744,729,4130,56.0,0.0,0,6,3,270,103.74193548387096,1935,2003,52000,1,0,0,0,0,1,0,0,1,0,0,1
859,319.0,2.0,0,859,25.330882352941178,384,1964.0,1178,8712,66.0,0.0,0,7,4,859,103.74193548387096,1900,1950,102776,0,1,0,0,0,1,0,1,0,0,0,1
1228,0.0,2.0,767,461,0.0,472,1988.0,1228,4671,40.0,0.0,120,5,8,1228,168.0,1988,1989,189000,0,1,0,1,0,0,1,0,0,0,1,0
960,0.0,3.0,789,171,25.330882352941178,576,1970.0,960,9873,60.0,160.0,288,5,4,960,103.74193548387096,1970,1970,129000,0,1,1,0,0,0,0,0,1,0,0,1
725,754.0,3.0,533,192,25.330882352941178,475,1976.0,1479,13517,70.04995836802665,289.0,44,8,6,725,103.74193548387096,1976,2005,130500,1,0,0,1,0,0,0,1,0,0,1,0
1350,0.0,3.0,0,1064,25.330882352941178,478,1974.0,1350,10140,78.0,174.0,0,5,6,1064,103.74193548387096,1974,1974,165000,1,0,0,0,0,1,0,1,0,0,0,1
1576,978.0,3.0,0,718,25.330882352941178,704,1996.0,0,10800,60.0,0.0,48,8,7,718,103.74193548387096,1890,1998,159500,1,0,0,0,0,1,0,0,1,0,0,1
1178,0.0,3.0,1084,92,25.330882352941178,439,1973.0,1178,10000,80.0,0.0,0,6,5,1176,103.74193548387096,1973,2000,157000,1,0,1,0,0,0,0,0,1,0,1,0
1325,1093.0,3.0,1173,138,25.330882352941178,0,1993.0,2418,10542,96.0,651.0,154,5,7,1311,103.74193548387096,1993,1994,341000,0,1,0,1,0,0,0,1,0,0,1,0
971,0.0,3.0,523,448,25.330882352941178,300,1969.0,971,9920,69.0,0.0,0,6,5,971,103.74193548387096,1969,1969,128500,0,1,0,0,0,1,0,0,1,0,0,1
1742,0.0,2.0,1148,594,25.330882352941178,564,1985.0,1742,6563,70.04995836802665,0.0,28,5,8,1742,103.74193548387096,1985,1985,275000,0,1,0,1,0,0,0,1,0,0,1,0
848,0.0,1.0,662,186,25.330882352941178,420,2004.0,848,4426,70.04995836802665,169.0,0,5,6,848,103.74193548387096,2004,2004,143000,0,1,0,1,0,0,0,0,1,0,1,0
864,0.0,3.0,191,673,25.330882352941178,463,1994.0,864,8120,70.0,0.0,0,7,4,864,0.0,1970,1970,124500,1,0,1,0,0,0,0,0,1,0,0,1
997,348.5240174672489,4.0,0,941,25.330882352941178,548,1958.0,1470,8172,60.0,0.0,0,6,4,941,103.74193548387096,1954,1972,135000,1,0,0,0,0,1,0,0,1,0,0,1
1698,0.0,3.0,1234,464,25.330882352941178,768,2007.0,1698,13286,86.0,340.0,64,5,9,1698,103.74193548387096,2007,2008,320000,1,0,0,1,0,0,0,0,1,1,0,0
864,0.0,3.0,375,250,25.330882352941178,660,1989.0,864,6960,60.0,0.0,0,6,4,864,103.74193548387096,1970,1970,120500,1,0,0,0,0,1,0,0,1,0,1,0
1680,0.0,3.0,808,72,25.330882352941178,540,1988.0,1680,0,70.04995836802665,260.0,44,9,6,880,103.74193548387096,1988,2007,222000,1,0,0,1,0,0,1,0,0,0,1,0
1232,348.5240174672489,2.0,724,508,25.330882352941178,632,2007.0,1232,7314,64.0,82.0,0,5,7,1232,103.74193548387096,2007,2007,194500,0,1,0,1,0,0,0,0,1,0,1,0
1776,348.5240174672489,4.0,0,1584,25.330882352941178,0,1968.0,1776,11475,85.0,95.0,25,5,5,1584,103.74193548387096,1958,1958,110000,1,0,0,0,0,1,0,0,1,0,0,1
848,0.0,2.0,152,628,25.330882352941178,539,1962.0,1208,6240,52.0,0.0,23,5,4,780,103.74193548387096,1925,1950,103000,1,0,1,0,0,0,0,0,1,0,0,1
1616,0.0,2.0,1180,415,25.330882352941178,608,1995.0,1616,5389,39.0,0.0,152,5,8,1595,103.74193548387096,1995,1996,236500,1,0,0,1,0,0,0,1,0,0,1,0
1146,0.0,3.0,786,82,25.330882352941178,438,2003.0,1146,9590,73.0,442.0,22,5,7,868,103.74193548387096,2003,2003,187500,0,1,0,1,0,0,0,0,1,0,1,0
1153,878.0,3.0,252,901,25.330882352941178,541,1998.0,2031,11404,75.0,202.0,84,5,7,1153,103.74193548387096,1998,1999,222500,0,1,1,0,0,0,1,0,0,0,1,0
1144,0.0,3.0,594,270,25.330882352941178,264,1961.0,1144,10000,80.0,0.0,0,6,5,864,103.74193548387096,1961,1983,131400,1,0,1,0,0,0,0,1,0,0,0,1
948,0.0,3.0,0,948,25.330882352941178,300,1968.0,948,8978,70.04995836802665,0.0,0,5,5,948,103.74193548387096,1968,1968,108000,1,0,0,0,0,1,0,0,1,0,0,1
880,888.0,2.0,390,490,25.330882352941178,320,1914.0,1768,10800,60.0,0.0,341,7,7,880,0.0,1914,1970,163000,0,1,0,0,0,1,0,0,1,0,0,1
1040,0.0,2.0,0,0,25.330882352941178,400,1949.0,1040,8544,60.0,0.0,0,4,3,0,103.74193548387096,1950,1950,93500,0,1,0,0,0,1,0,0,1,0,0,1
901,900.0,3.0,0,893,25.330882352941178,800,2005.0,1801,10463,72.0,0.0,116,5,8,893,103.74193548387096,2005,2005,239900,1,0,0,0,0,1,0,0,1,0,1,0
1200,0.0,3.0,1200,0,25.330882352941178,0,1978.5061638868744,1200,10800,60.0,0.0,0,5,5,1200,103.74193548387096,1987,1988,179000,0,1,0,1,0,0,1,0,0,0,0,1
864,864.0,2.8692138133725202,0,864,25.330882352941178,572,2004.0,1728,9313,65.0,0.0,56,5,7,864,103.74193548387096,2004,2004,190000,1,0,0,0,0,1,0,1,0,0,1,0
768,664.0,2.0,0,264,25.330882352941178,360,1910.0,1432,9600,60.0,0.0,0,7,5,264,103.74193548387096,1910,2002,132000,1,0,0,0,0,1,0,0,1,0,0,1
912,0.0,3.0,832,80,25.330882352941178,288,1962.0,912,6768,65.0,0.0,0,8,6,912,103.74193548387096,1961,1996,142000,0,1,0,1,0,0,0,0,1,0,1,0
1349,0.0,3.0,0,1349,25.330882352941178,539,2000.0,1349,8450,65.0,108.0,55,5,7,1349,103.74193548387096,2000,2001,179000,1,0,0,0,0,1,0,0,1,0,0,1
1464,0.0,3.0,444,76,25.330882352941178,480,1997.0,1464,12886,70.0,0.0,0,6,5,520,103.74193548387096,1963,1999,175000,0,1,1,0,0,0,0,1,0,0,0,1
1337,0.0,2.0,733,604,25.330882352941178,462,1993.0,1337,5395,41.0,0.0,0,5,8,1337,103.74193548387096,1993,1993,180000,1,0,0,1,0,0,0,1,0,0,1,0
1175,1540.0,4.0,575,487,25.330882352941178,831,1994.0,0,8963,70.04995836802665,289.0,204,9,8,1142,103.74193548387096,1976,1996,299800,1,0,0,1,0,0,1,0,0,0,1,0
980,1276.0,4.0,300,652,25.330882352941178,554,2000.0,2256,8795,70.04995836802665,0.0,54,5,7,952,103.74193548387096,2000,2000,236000,1,0,0,1,0,0,1,0,0,0,1,0
1320,1320.0,4.0,0,1240,25.330882352941178,0,1950.0,0,11700,65.0,0.0,0,7,7,1240,103.74193548387096,1880,2003,265979,1,0,0,0,0,1,0,0,1,0,1,0
1720,348.5240174672489,3.0,919,801,25.330882352941178,527,1996.0,1720,10593,59.0,338.0,56,5,7,1720,103.74193548387096,1996,1996,260400,1,0,0,1,0,0,1,0,0,0,1,0
1088,441.0,4.0,0,0,25.330882352941178,240,1945.0,1529,8405,50.0,0.0,0,3,4,0,103.74193548387096,1945,1950,98000,0,1,0,0,1,0,0,0,1,0,0,1
792,348.0,3.0,0,576,0.0,0,1978.5061638868744,1140,8800,55.0,0.0,160,7,4,576,0.0,1910,2004,96500,1,0,0,0,0,1,1,0,0,0,0,1
660,660.0,3.0,0,660,25.330882352941178,400,2003.0,1320,7750,70.04995836802665,0.0,48,5,7,660,103.74193548387096,2003,2003,162000,1,0,0,0,0,1,1,0,0,0,1,0
1494,0.0,3.0,1200,279,25.330882352941178,576,1997.0,1494,9236,79.0,0.0,27,5,6,1479,103.74193548387096,1997,1997,217000,0,1,0,1,0,0,0,1,0,0,1,0
1038,1060.0,2.8692138133725202,0,1030,25.330882352941178,0,2005.0,2098,10240,80.0,178.0,52,5,8,1030,103.74193548387096,2005,2005,275500,0,1,0,0,0,1,0,1,0,1,0,0
1026,348.5240174672489,3.0,439,115,25.330882352941178,440,1969.0,1026,7930,61.0,0.0,48,8,6,1026,103.74193548387096,1969,2005,156000,1,0,0,1,0,0,0,1,0,0,1,0
742,729.0,3.0,381,348,25.330882352941178,440,1999.0,1471,3230,34.0,894.0,24,5,6,729,103.74193548387096,1999,1999,172500,1,0,0,1,0,0,0,0,1,0,0,1
866,902.0,3.0,20,846,25.330882352941178,578,2007.0,1768,10769,68.0,0.0,105,5,8,866,103.74193548387096,2007,2007,212000,0,1,0,1,0,0,0,1,0,0,1,0
672,714.0,3.0,438,234,25.330882352941178,440,1978.0,1386,11616,70.04995836802665,328.0,0,5,6,672,103.74193548387096,1978,1978,158900,0,1,0,0,1,0,1,0,0,0,0,1
757,348.5240174672489,2.8692138133725202,549,195,25.330882352941178,440,1999.0,1501,2280,24.0,360.0,0,5,7,744,103.74193548387096,1999,1999,179400,1,0,1,0,0,0,0,0,1,0,0,1
1328,1203.0,4.0,56,1198,25.330882352941178,752,1995.0,0,12257,65.0,513.0,98,5,8,1318,103.74193548387096,1995,1995,290000,0,1,0,0,1,0,0,1,0,0,1,0
864,0.0,2.0,612,252,25.330882352941178,300,2008.0,864,9100,70.0,0.0,0,6,6,864,103.74193548387096,1959,1959,127500,1,0,0,0,1,0,0,0,1,0,0,1
1301,0.0,2.0,405,740,25.330882352941178,440,1965.0,1301,6911,60.0,0.0,0,5,5,1145,103.74193548387096,1924,1950,100000,0,1,0,0,1,0,0,0,1,1,0,0
764,783.0,3.0,24,732,25.330882352941178,614,2009.0,1547,8640,72.0,0.0,45,5,7,756,103.74193548387096,2009,2009,215200,0,1,0,1,0,0,0,0,1,0,1,0
1268,1097.0,2.8692138133725202,1163,89,25.330882352941178,0,1999.0,2365,9430,82.0,673.0,128,5,8,1252,103.74193548387096,1999,1999,337000,0,1,0,1,0,0,0,0,1,0,1,0
1494,0.0,2.8692138133725202,437,0,25.330882352941178,481,1995.0,1494,9549,30.0,0.0,30,5,8,1494,103.74193548387096,1995,1996,270000,0,1,0,0,1,0,1,0,0,1,0,0
1506,0.0,2.0,0,1498,25.330882352941178,592,2008.0,1506,14587,75.0,284.0,174,5,9,1498,103.74193548387096,2008,2008,264132,1,0,0,0,0,1,0,0,1,1,0,0
980,734.0,2.8692138133725202,394,586,25.330882352941178,496,1988.0,1714,10421,80.0,42.0,66,5,7,980,103.74193548387096,1988,1988,196500,1,0,0,0,0,1,0,0,1,0,0,1
983,767.0,4.0,660,323,25.330882352941178,423,1989.0,1750,12508,75.0,0.0,0,7,6,983,103.74193548387096,1940,1985,160000,0,1,1,0,0,0,0,0,1,0,0,1
0,0.0,3.0,24,1836,25.330882352941178,484,2004.0,1836,9100,70.0,0.0,33,5,7,0,103.74193548387096,2004,2005,216837,1,0,0,1,0,0,1,0,0,0,1,0
1690,1589.0,4.0,0,234,25.330882352941178,841,2003.0,0,0,47.0,603.0,36,5,8,1650,103.74193548387096,2003,2003,538000,0,1,1,0,0,0,1,0,0,1,0,0
858,0.0,2.0,685,173,25.330882352941178,576,1983.0,858,7252,70.04995836802665,0.0,0,5,5,858,120.0,1982,1982,134900,0,1,0,1,0,0,0,0,1,0,0,1
1220,0.0,2.0,836,0,25.330882352941178,396,1951.0,1220,8877,67.0,0.0,0,5,4,836,103.74193548387096,1951,1951,102000,1,0,0,0,1,0,0,0,1,0,0,1
1117,0.0,3.0,422,480,25.330882352941178,672,1976.0,1117,7819,94.0,0.0,0,5,6,1029,103.74193548387096,1976,1976,107000,0,1,1,0,0,0,0,0,1,0,0,1
912,0.0,2.0,456,456,25.330882352941178,275,1958.0,912,10150,70.0,1.0,0,5,5,912,103.74193548387096,1958,1958,114500,1,0,0,0,1,0,0,1,0,0,0,1
0,0.0,3.0,0,1935,0.0,0,2006.0,1973,14226,0.0,375.0,45,5,8,0,103.74193548387096,2006,2006,395000,0,1,0,0,0,1,1,0,0,0,1,0
1204,0.0,2.0,866,338,25.330882352941178,412,1998.0,1204,4500,32.0,320.0,247,5,6,1204,103.74193548387096,1998,1998,162000,1,0,0,1,0,0,0,0,1,0,0,1
1614,0.0,3.0,20,1594,25.330882352941178,0,2005.0,1614,11210,86.0,240.0,59,5,7,1614,103.74193548387096,2005,2006,221500,0,1,0,1,0,0,0,1,0,0,1,0
894,0.0,3.0,762,102,25.330882352941178,440,1974.0,894,13350,100.0,0.0,0,5,5,864,103.74193548387096,1974,1974,142500,1,0,1,0,0,0,0,0,1,0,0,1
0,0.0,4.0,0,0,25.330882352941178,630,1977.0,2020,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,144000,0,1,0,0,1,0,0,0,1,0,0,1
1004,0.0,2.0,975,0,25.330882352941178,504,1977.0,1004,10530,78.0,90.0,0,5,6,975,103.74193548387096,1977,1977,135000,0,1,0,1,0,0,0,0,1,0,0,1
1253,0.0,3.0,0,1237,25.330882352941178,402,1995.0,1253,7875,63.0,38.0,21,5,7,1237,103.74193548387096,1995,1996,176000,1,0,0,0,0,1,1,0,0,0,0,1
810,348.5240174672489,3.0,387,374,0.0,484,1992.0,1603,7153,65.0,0.0,124,5,6,761,103.74193548387096,1992,1992,175900,1,0,1,0,0,0,0,1,0,0,1,0
1430,0.0,3.0,0,1413,0.0,605,2001.0,1430,16285,67.0,0.0,33,5,7,1413,103.74193548387096,2001,2002,187100,1,0,0,0,0,1,0,1,0,0,1,0
1110,0.0,2.8692138133725202,1097,0,25.330882352941178,602,1978.0,1110,9101,70.04995836802665,104.0,30,6,5,1097,103.74193548387096,1978,1978,165500,0,1,0,1,0,0,1,0,0,0,1,0
742,742.0,3.0,0,742,25.330882352941178,0,1978.5061638868744,1484,6300,35.0,0.0,291,6,6,742,103.74193548387096,1914,2001,128000,1,0,0,0,0,1,1,0,0,0,0,1
1342,0.0,3.0,251,491,25.330882352941178,457,1967.0,1342,9790,70.04995836802665,0.0,0,5,6,1372,103.74193548387096,1967,1967,161500,1,0,0,0,1,0,0,0,1,0,0,1
966,686.0,4.0,686,0,25.330882352941178,416,1961.0,1652,10800,60.0,0.0,0,6,5,686,103.74193548387096,1915,1950,139000,1,0,0,0,1,0,0,0,1,0,0,1
956,1128.0,4.0,656,300,25.330882352941178,618,2004.0,2084,10142,76.0,0.0,45,5,7,956,103.74193548387096,2004,2004,233000,1,0,0,1,0,0,0,1,0,0,1,0
901,0.0,2.0,0,901,0.0,281,1954.0,901,6000,50.0,0.0,0,7,4,901,103.74193548387096,1954,2000,107900,1,0,0,0,0,1,0,0,1,0,0,1
976,1111.0,0.0,568,264,25.330882352941178,444,1966.0,2087,12205,70.04995836802665,157.0,168,8,6,832,103.74193548387096,1966,2007,187500,0,1,0,0,1,0,1,0,0,0,1,0
1145,0.0,2.0,16,1129,25.330882352941178,397,2005.0,1145,3182,43.0,11.0,16,5,7,1145,103.74193548387096,2005,2006,160200,1,0,0,1,0,0,1,0,0,0,1,0
1062,0.0,3.0,539,490,25.330882352941178,539,1976.0,1062,11333,70.04995836802665,0.0,0,5,6,1029,120.0,1976,1976,146800,0,1,1,0,0,0,0,1,0,0,0,1
1127,886.0,3.0,862,255,25.330882352941178,455,1997.0,2013,9920,92.0,0.0,130,5,7,1117,103.74193548387096,1996,1997,269790,0,1,0,0,0,1,0,0,1,0,0,1
1496,0.0,2.8692138133725202,0,1496,25.330882352941178,474,2007.0,1496,9158,76.0,140.0,130,5,8,1496,103.74193548387096,2007,2007,225000,0,1,0,0,0,1,0,0,1,0,1,0
1086,809.0,3.0,0,712,25.330882352941178,409,1994.0,1895,10832,70.04995836802665,0.0,46,5,7,712,103.74193548387096,1994,1996,194500,1,0,0,0,0,1,1,0,0,0,1,0
888,676.0,3.0,0,650,0.0,476,1980.0,1564,8400,70.0,130.0,50,6,6,650,103.74193548387096,1980,1981,171000,1,0,0,0,0,1,0,0,1,0,0,1
1285,0.0,3.0,0,660,25.330882352941178,528,1977.0,1285,8197,71.0,148.0,0,5,6,660,103.74193548387096,1977,1977,143500,1,0,0,0,0,1,0,1,0,0,0,1
773,0.0,2.0,570,203,25.330882352941178,240,1953.0,773,7677,57.0,0.0,0,5,5,773,103.74193548387096,1953,1953,110000,1,0,0,0,0,1,0,0,1,0,0,1
0,1174.0,4.0,0,1926,25.330882352941178,820,2009.0,0,13518,104.0,860.0,78,5,9,0,103.74193548387096,2008,2009,485000,1,0,0,0,0,1,1,0,0,1,0,0
981,787.0,3.0,569,162,25.330882352941178,240,1939.0,1768,7200,60.0,252.0,0,7,5,731,103.74193548387096,1937,1950,175000,1,0,1,0,0,0,0,0,1,0,1,0
616,1072.0,4.0,462,154,185.0,603,1997.0,1688,12798,79.0,0.0,114,5,6,616,103.74193548387096,1997,1997,200000,0,1,0,1,0,0,0,1,0,0,1,0
1196,0.0,2.0,197,999,25.330882352941178,440,1957.0,1196,4800,40.0,0.0,0,7,4,1196,103.74193548387096,1916,1990,109900,1,0,0,0,1,0,0,0,1,0,0,1
728,728.0,3.0,648,80,25.330882352941178,410,2005.0,1456,8199,63.0,0.0,18,5,7,728,36.0,2005,2005,189000,0,1,0,1,0,0,1,0,0,0,1,0
1734,1088.0,2.8692138133725202,0,1734,25.330882352941178,0,2009.0,0,13891,0.0,424.0,170,5,9,1734,103.74193548387096,2008,2009,582933,0,1,0,0,0,1,0,1,0,1,0,0
1128,0.0,2.0,812,124,25.330882352941178,286,1954.0,1128,9000,75.0,0.0,0,5,5,936,103.74193548387096,1954,1954,118000,1,0,0,0,1,0,0,0,1,0,0,1
1428,0.0,3.0,0,1417,25.330882352941178,554,2008.0,1428,12274,91.0,256.0,60,5,7,1417,103.74193548387096,2008,2008,227680,1,0,0,0,0,1,0,1,0,1,0,0
980,348.5240174672489,3.0,400,100,25.330882352941178,384,1967.0,980,9750,75.0,0.0,0,5,5,980,103.74193548387096,1967,1967,135500,0,1,0,0,0,1,1,0,0,0,0,1
1072,504.0,2.8692138133725202,0,15,25.330882352941178,528,1923.0,1576,0,0.0,0.0,312,6,5,1324,103.74193548387096,1923,2004,223500,0,1,0,1,0,0,0,1,0,0,1,0
1086,0.0,3.0,516,380,25.330882352941178,484,1966.0,1086,13400,85.0,1047.0,0,5,5,1024,103.74193548387096,1966,1966,159950,0,1,1,0,0,0,0,1,0,0,0,1
1075,1063.0,2.0,0,849,25.330882352941178,360,1910.0,2138,8100,90.0,0.0,156,5,5,849,103.74193548387096,1898,1965,106000,1,0,0,0,0,1,0,0,1,0,0,1
1309,0.0,3.0,663,0,25.330882352941178,484,1974.0,1309,10140,78.0,99.0,0,6,6,1040,103.74193548387096,1974,1999,181000,1,0,1,0,0,0,0,1,0,0,1,0
848,0.0,1.0,662,186,25.330882352941178,420,2004.0,848,4438,70.04995836802665,169.0,0,5,6,848,103.74193548387096,2004,2004,144500,0,1,0,1,0,0,1,0,0,0,1,0
1044,0.0,2.0,0,540,25.330882352941178,504,1952.0,1044,8712,66.0,0.0,0,5,5,540,0.0,1952,1952,55993,0,1,0,0,0,1,0,0,1,1,0,0
1442,0.0,4.0,608,834,25.330882352941178,301,1958.0,1442,9750,75.0,243.0,0,6,6,1442,103.74193548387096,1958,1958,157900,1,0,0,0,1,0,0,1,0,0,0,1
686,564.0,3.0,0,686,25.330882352941178,280,1955.0,1250,8248,45.0,0.0,0,7,5,686,103.74193548387096,1918,1950,116000,1,0,0,0,0,1,0,0,1,1,0,0
1661,0.0,3.0,0,1649,0.0,598,1998.0,1661,12137,48.0,442.0,34,5,7,1649,103.74193548387096,1998,1998,224900,1,0,0,0,0,1,0,1,0,0,1,0
1008,0.0,2.0,486,522,25.330882352941178,275,1954.0,1008,11425,70.04995836802665,0.0,0,6,5,1008,103.74193548387096,1954,1954,137000,1,0,1,0,0,0,0,0,1,0,0,1
1689,0.0,3.0,1218,350,25.330882352941178,0,2002.0,1689,13265,70.04995836802665,148.0,59,5,8,1568,103.74193548387096,2002,2002,271000,1,0,0,1,0,0,0,1,0,0,1,0
1052,0.0,3.0,504,506,25.330882352941178,440,1971.0,1052,8816,80.0,80.0,0,7,6,1010,103.74193548387096,1971,1971,155000,0,1,0,0,0,1,0,0,1,0,0,1
1358,348.5240174672489,2.8692138133725202,733,625,0.0,484,2010.0,1358,6371,44.0,128.0,35,5,7,1358,103.74193548387096,2009,2010,224000,0,1,0,0,0,1,0,1,0,0,1,0
798,348.5240174672489,3.0,0,798,25.330882352941178,595,2003.0,1640,7226,72.0,0.0,45,5,7,798,0.0,2003,2003,183000,1,0,0,0,0,1,0,1,0,0,1,0
936,0.0,2.0,0,936,112.0,576,1974.0,936,6000,60.0,0.0,32,4,4,936,103.74193548387096,1953,1953,93000,1,0,0,0,0,1,0,0,1,0,0,1
847,886.0,3.0,0,847,25.330882352941178,433,2003.0,1733,12394,70.04995836802665,0.0,48,5,7,847,103.74193548387096,2003,2003,225000,0,1,0,0,0,1,1,0,0,0,1,0
944,545.0,3.0,0,778,25.330882352941178,240,1940.0,1489,9900,60.0,0.0,0,7,6,778,103.74193548387096,1940,1950,139500,1,0,0,0,0,1,0,0,1,0,0,1
1489,0.0,3.0,0,1489,25.330882352941178,776,2006.0,1489,11216,81.0,0.0,140,5,8,1489,103.74193548387096,2006,2006,232600,1,0,0,0,0,1,0,1,0,0,1,0
0,348.5240174672489,2.0,0,442,25.330882352941178,0,2007.0,2084,14803,0.0,816.0,45,5,10,0,103.74193548387096,2007,2008,385000,0,1,0,1,0,0,1,0,0,1,0,0
784,0.0,2.0,784,0,25.330882352941178,0,1978.5061638868744,784,6130,50.0,0.0,0,6,5,784,103.74193548387096,1924,1950,109500,1,0,1,0,0,0,1,0,0,0,1,0
1434,0.0,3.0,20,1434,25.330882352941178,527,2001.0,1434,8529,65.0,0.0,39,5,7,1454,103.74193548387096,2001,2001,189000,1,0,0,1,0,0,0,1,0,0,1,0
1160,966.0,3.0,249,0,0.0,538,1967.0,2126,0,70.04995836802665,0.0,0,5,5,1013,103.74193548387096,1967,1967,185000,0,1,0,0,1,0,1,0,0,0,0,1
520,623.0,2.0,0,600,0.0,480,2005.0,1223,2544,24.0,0.0,166,5,7,600,103.74193548387096,2005,2005,147400,1,0,0,0,0,1,0,1,0,0,1,0
1392,0.0,3.0,1040,352,25.330882352941178,458,1957.0,1392,11900,80.0,387.0,0,5,6,1392,0.0,1957,1957,166000,1,0,0,0,1,0,0,1,0,0,0,1
520,600.0,2.0,0,600,0.0,480,2005.0,1200,3180,30.0,0.0,166,5,7,600,103.74193548387096,2005,2005,151000,1,0,0,0,0,1,0,1,0,0,1,0
941,888.0,3.0,483,458,25.330882352941178,613,2003.0,1829,9548,44.0,223.0,39,6,7,941,103.74193548387096,2003,2003,237000,1,0,0,1,0,0,0,1,0,0,1,0
1516,0.0,3.0,196,975,25.330882352941178,472,1964.0,1516,10004,100.0,180.0,0,6,6,1516,103.74193548387096,1964,1964,167000,1,0,0,0,1,0,0,1,0,0,0,1
1144,0.0,3.0,572,572,25.330882352941178,456,1961.0,1144,7875,75.0,136.0,0,6,5,1144,103.74193548387096,1961,1961,139950,1,0,0,0,1,0,0,0,1,0,0,1
1067,0.0,2.0,442,625,25.330882352941178,436,1996.0,1067,9600,60.0,0.0,0,7,4,1067,103.74193548387096,1950,1995,128000,1,0,1,0,0,0,0,0,1,0,1,0
1559,0.0,2.8692138133725202,338,1221,25.330882352941178,812,1948.0,1559,8100,90.0,0.0,116,6,5,1559,103.74193548387096,1948,1973,153500,1,0,0,0,1,0,0,0,1,0,0,1
483,504.0,2.0,330,153,0.0,264,1973.0,987,1680,21.0,158.0,0,5,6,483,103.74193548387096,1973,1973,100000,1,0,1,0,0,0,0,0,1,0,0,1
1099,0.0,3.0,0,1099,25.330882352941178,352,1999.0,1099,9525,75.0,0.0,0,6,5,1099,103.74193548387096,1995,2006,144000,1,0,0,0,0,1,0,0,1,0,1,0
768,432.0,3.0,352,416,25.330882352941178,240,1946.0,1200,11767,70.0,0.0,0,6,5,768,0.0,1946,1995,130500,1,0,1,0,0,0,0,0,1,0,0,1
810,672.0,2.8692138133725202,156,516,25.330882352941178,400,1934.0,1482,12155,70.04995836802665,0.0,0,8,6,672,103.74193548387096,1925,1950,140000,1,0,1,0,0,0,0,0,1,1,0,0
958,581.0,3.0,0,650,25.330882352941178,686,1983.0,1539,10440,60.0,0.0,78,8,5,650,103.74193548387096,1904,2002,157500,1,0,0,0,0,1,0,0,1,0,1,0
1165,0.0,3.0,312,276,25.330882352941178,490,1966.0,1165,9020,82.0,183.0,129,7,6,1127,103.74193548387096,1966,1966,174900,0,1,0,0,1,0,0,1,0,0,0,1
1800,0.0,0.0,0,1800,25.330882352941178,0,1978.5061638868744,1800,8000,80.0,0.0,0,4,5,0,103.74193548387096,1961,1961,141000,1,0,0,0,0,1,1,0,0,0,0,1
876,540.0,4.0,0,876,25.330882352941178,720,1949.0,1416,12665,100.0,0.0,0,8,5,876,103.74193548387096,1915,1950,153900,0,1,0,0,0,1,0,0,1,0,0,1
1701,0.0,3.0,0,0,25.330882352941178,611,1975.0,1701,16647,70.04995836802665,0.0,0,5,5,1390,103.74193548387096,1975,1981,171000,0,1,1,0,0,0,1,0,0,0,0,1
1006,769.0,3.0,513,227,25.330882352941178,425,1993.0,1775,9317,75.0,137.0,72,5,7,740,103.74193548387096,1993,1993,213000,1,0,1,0,0,0,0,0,1,0,1,0
864,0.0,2.8692138133725202,460,404,25.330882352941178,338,1972.0,864,15523,36.0,0.0,0,6,5,864,103.74193548387096,1972,1972,133500,0,1,1,0,0,0,0,0,1,0,0,1
1307,1051.0,0.0,0,907,25.330882352941178,360,1908.0,2358,0,75.0,0.0,40,8,6,907,103.74193548387096,1908,1997,240000,1,0,0,0,0,1,0,0,1,0,0,1
1094,761.0,3.0,0,528,25.330882352941178,512,1976.0,1855,9600,80.0,360.0,100,7,6,528,103.74193548387096,1976,1994,187000,1,0,0,0,0,1,0,1,0,0,0,1
848,0.0,1.0,659,189,25.330882352941178,420,2003.0,848,4435,36.0,170.0,0,5,6,848,140.0,2003,2003,131500,0,1,0,1,0,0,1,0,0,0,1,0
1456,0.0,2.0,0,1273,25.330882352941178,400,2003.0,1456,3196,70.04995836802665,40.0,20,5,8,1273,143.0,2003,2003,215000,0,1,0,0,0,1,1,0,0,0,1,0
918,728.0,4.0,364,554,25.330882352941178,240,1941.0,1646,7128,53.0,0.0,0,5,7,918,103.74193548387096,1941,1950,164000,1,0,0,0,1,0,0,0,1,0,0,1
1445,0.0,2.8692138133725202,564,563,25.330882352941178,645,1964.0,1445,12095,70.04995836802665,115.0,0,6,6,1127,103.74193548387096,1964,1964,158000,0,1,0,0,0,1,0,1,0,0,0,1
1779,0.0,3.0,306,372,25.330882352941178,454,1955.0,1779,0,102.0,0.0,418,4,5,0,103.74193548387096,1955,1974,170000,0,1,1,0,0,0,0,0,1,0,0,1
